cluster	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
1	CENPF	0	1.39077837504458	0.942	0.218	0
1	MKI67	0	1.09797591182156	0.88	0.157	0
1	TYMS	0	1.06309253560169	0.956	0.295	0
1	RRM2	0	0.811404635780899	0.832	0.135	0
1	CEP55	1.10900679094341e-307	0.739747295489605	0.806	0.125	2.07395359974326e-303
1	KIAA0101	5.32806661479709e-305	1.07841934004614	0.974	0.254	9.96401737633204e-301
1	PRC1	6.93358938192952e-286	0.797520637180305	0.853	0.177	1.29665055031464e-281
1	PBK	1.98413017657183e-285	0.631332486351598	0.764	0.117	3.71052184320699e-281
1	BIRC5	3.4990742917687e-281	0.715591421122075	0.824	0.146	6.54361883303664e-277
1	CENPM	7.0150077543394e-281	0.727814974696274	0.893	0.225	1.31187660013901e-276
1	ANLN	6.60897152257322e-280	0.83177218423979	0.854	0.186	1.23594376443642e-275
1	NUSAP1	4.83117911046159e-279	0.800386128432772	0.832	0.157	9.03478805447421e-275
1	ZWINT	8.37857722061684e-274	0.721536478614527	0.869	0.214	1.56687772602755e-269
1	DLGAP5	2.52825383408807e-273	0.738029486281057	0.746	0.112	4.72808749512811e-269
1	CDKN3	1.02212244105016e-270	0.861212802794512	0.862	0.193	1.91147117700791e-266
1	HMMR	8.10019012297946e-267	0.801531230116791	0.751	0.126	1.51481655489839e-262
1	TOP2A	3.25791143977603e-262	0.937741223500768	0.786	0.148	6.09262018352516e-258
1	MAD2L1	5.41293120778425e-261	0.741768418839952	0.88	0.236	1.01227226516773e-256
1	H2AFZ	1.21430889900962e-260	1.1817268128071	1	0.919	2.27087907203789e-256
1	ASPM	4.42240102874937e-257	0.810339158941254	0.72	0.116	8.2703321638642e-253
1	MYBL2	3.1597340265807e-251	0.483719702172773	0.707	0.111	5.90901860310857e-247
1	CCNA2	5.97549760364211e-248	0.605713638104048	0.693	0.108	1.11747780685711e-243
1	CCNB2	8.24319678777916e-247	0.622322539306042	0.783	0.15	1.54156023128258e-242
1	NUF2	4.59693901071608e-245	0.553257917094899	0.665	0.096	8.59673564394014e-241
1	HMGB1	5.16525220692998e-245	0.933076208554684	1	0.94	9.65953815217975e-241
1	DEPDC1	3.60855358630261e-242	0.550947244653892	0.634	0.086	6.74835606174452e-238
1	MND1	4.20523928704032e-241	0.396977691616043	0.604	0.074	7.86421799069409e-237
1	TPX2	1.81625577875113e-240	0.883254084914285	0.84	0.227	3.39657993184249e-236
1	KIF23	5.74250773154897e-236	0.590490948494393	0.672	0.112	1.07390637087697e-231
1	PHF19	9.7679614559243e-236	0.70958451275641	0.908	0.316	1.8267064718724e-231
1	NCAPG	1.45531853294352e-235	0.49939063146483	0.628	0.087	2.72159118845767e-231
1	PTTG1	3.18841598232136e-235	1.12550785418962	0.963	0.444	5.96265672853918e-231
1	CDC20	4.63820389537969e-232	0.692413695865118	0.773	0.158	8.67390510474955e-228
1	HMGN2	1.85212288034729e-231	1.03679993731523	0.995	0.73	3.46365499853746e-227
1	SMC4	1.48587683171454e-230	0.760345211171637	0.875	0.285	2.77873826298936e-226
1	TK1	9.57536828141157e-227	0.680609355779394	0.909	0.296	1.79068962230678e-222
1	ESCO2	2.26570221590058e-224	0.446183307509836	0.599	0.08	4.23708971395567e-220
1	LMNB1	1.69811277438228e-223	0.475059222812508	0.749	0.156	3.17564069937231e-219
1	STMN1	9.61540670487108e-223	0.968109308728398	0.99	0.709	1.79817720787794e-218
1	CCNB1	3.81045794279793e-219	0.992202401883113	0.887	0.294	7.12593739882641e-215
1	CENPK	4.48924129771646e-219	0.555395766878947	0.772	0.187	8.39533015085955e-215
1	KIF20B	9.30097899438519e-218	0.759447136867038	0.832	0.256	1.73937608173997e-213
1	HMGB2	1.18110361196574e-217	1.11512218019755	0.913	0.395	2.20878186473714e-213
1	CLSPN	1.00480153205277e-215	0.485409008051144	0.642	0.102	1.87907934509188e-211
1	CDCA3	2.9100984662571e-215	0.52066724801656	0.66	0.113	5.4421751417474e-211
1	RANBP1	2.63722126828626e-214	0.787940223138978	0.997	0.789	4.93186749382214e-210
1	NDC80	5.40537750963301e-213	0.458294373209987	0.586	0.082	1.01085964807647e-208
1	TUBA1B	1.65823622267454e-212	0.966516897365836	1	0.856	3.10106756002366e-208
1	DTYMK	4.69257875837998e-212	0.800799948851233	0.966	0.567	8.77559153604641e-208
1	UBE2C	3.55882873986338e-211	0.954994258661593	0.683	0.139	6.6553656264185e-207
1	CENPU	5.89732201475301e-211	0.478304161319873	0.714	0.147	1.10285818997896e-206
1	CENPA	2.80053597625952e-210	0.52359898017643	0.576	0.08	5.23728232920293e-206
1	PTMA	3.75341516454839e-210	0.6099488027461	1	0.962	7.01926169922194e-206
1	CENPW	3.72940206729775e-208	0.57967831453914	0.812	0.226	6.97435480605352e-204
1	CASC5	8.21398114325215e-207	0.428951677927147	0.581	0.084	1.53609661359958e-202
1	PLK1	2.17311718246579e-206	0.508411304952868	0.605	0.095	4.06394644292927e-202
1	CKS1B	2.61531398129117e-206	0.887805159747021	0.961	0.576	4.89089867641262e-202
1	DEK	1.12616709876399e-205	0.757589581501347	0.995	0.809	2.10604509139853e-201
1	GTSE1	1.46755952246983e-202	0.480104442356546	0.591	0.092	2.74448306297083e-198
1	TMPO	2.13091813377779e-202	0.687617134944748	0.921	0.396	3.98503000197784e-198
1	KIF11	2.553837311895e-201	0.42267676652873	0.591	0.093	4.77593115697484e-197
1	SPC25	9.91148344956295e-199	0.382922369311498	0.557	0.08	1.85354651990277e-194
1	UBE2S	1.14257729739195e-197	1.11642467101236	0.955	0.597	2.13673380385269e-193
1	DIAPH3	3.78901547144453e-197	0.556725275840071	0.809	0.255	7.08583783314841e-193
1	UBE2T	4.11286577109454e-195	0.644233837770257	0.841	0.308	7.6914702785239e-191
1	GINS2	3.81175449123301e-194	0.426314827832618	0.65	0.124	7.12836207405485e-190
1	ASF1B	1.61855667119347e-191	0.332511546918774	0.578	0.091	3.02686283079891e-187
1	BUB1	4.50083597280743e-188	0.413190130275149	0.604	0.105	8.41701335274718e-184
