	0	1	2	3	4	5	6	7
RP11-34P13.7	0.00120772946859904	0	0.000470809792843691	0.000509164969450102	0	0	0	0
FO538757.2	0.00371609067261242	0.00318645755538959	0.0148341300883674	0.00264765784114053	0.0115622521808089	0.00189000189000189	0.00146662675845555	0.00253036437246964
AP006222.2	0.0132338825158539	0.0126550920801577	0.0141334952796334	0.00483623795086807	0.0357903220390208	0.00387358042081169	0.00457546990456153	0.00518601062917881
RP4-669L17.10	0	0	0.00188323917137476	0	0	0	0	0
RP5-857K21.2	0	0	0	0	0.00412371134020618	0	0	0
RP11-206L10.9	0.00168031926065953	0.000562825383424792	0.00802423646933596	4.42752147347914e-05	0.00645450470640968	0.000480717872022219	0.000338352224665877	0.0011441647597254
LINC00115	0	0.000202265372168285	0.00211864406779661	0	0.00412371134020619	0	0	0
FAM41C	0.00175669740887132	0.000588408355398647	0.000684814244136278	0	0.000749765698219306	0.000223363859727496	0	0
RP11-54O7.1	0	0	0.0056497175141243	0	0	0	0	0
RP11-54O7.3	0.000241545893719806	0	0.00150659133709981	0	0	0	0	0.0105263157894737
SAMD11	8.62663906142168e-05	0	0.00659133709981168	0	0.000147275405007364	0.000175500175500176	0.000277932184546971	0.00845864661654136
NOC2L	0.0345338881714258	0.0538626678201801	0.0266846599914229	0.0387570325260632	0.0206695927324691	0.046004938331671	0.0046278460530878	0.00470622720166754
KLHL17	0.00127877237851662	0.000761469636398248	0.00138473468483439	0.00149754402779442	0.00297149787750151	0.00180661945367827	0	0.00154798761609907
PLEKHN1	0.00359828676726929	0.000600540486437794	0.00194148368182965	0.0101623028954165	0.0143692209586566	0.000633248055928468	0.000361025311885756	0.0086814975583288
PERM1	0	0	0.000627746390458255	0	0	0	0.0012970168612192	0.0043859649122807
RP11-54O7.17	0	0	0	0.000509164969450102	0.00463917525773196	0	0	0
HES4	0.0627862031611601	0.072865012259618	0.00807148204311189	0.170942191612098	0.155544009994046	0.0768334998233073	0.0166768753497759	0.00360612743637122
ISG15	0.125363535696467	0.0440846804105223	0.00918375575763613	0.0801582130746382	0.167338803915968	0.0241754807245991	0.0270143782650031	0.018303393875116
AGRN	0.16170530152667	0.0605111094386326	0.0935293459271912	0.101802470305288	0.0461003223314419	0.0458386504898133	0.0217496656913904	0.00786073711410309
RNF223	9.47238798901204e-05	0	0.000332336324360253	0.00143764226668264	0.0440266828380837	0.00173435467553115	7.62951094834821e-05	0
C1orf159	0.0010351966873706	0.00246571120357528	0.00542552237467492	0.00121229754630977	0.00314187530682376	0.000936000936000935	0	0
LINC01342	0.000603864734299516	0	0.000941619585687381	0	0	0	0	0
RP11-465B22.8	7.54830917874397e-05	0.000404530744336569	0.0155661487758945	0.00257764765784114	0.00931056701030928	0.00245700245700246	6.07976653696498e-05	0
TTLL10	0	0	0	0	0.00206185567010309	0	0	0
TNFRSF18	7.54830917874397e-05	0	0.00753295668549907	0	0.00115979381443299	0	0.00218871595330739	0.000822368421052631
SDF4	0.144435883324161	0.096953012985949	0.0577043552885647	0.0670550929387198	0.0694913219365784	0.065810344291357	0.025604097916564	0.0117521652231846
B3GALT6	0.0130158089170069	0.0180348071778533	0.0151650312221231	0.0116587743469132	0.0200185120168523	0.00931835297160375	0.0017347098577297	0.00199608929444354
FAM132A	0	0.00040453074433657	0	0	0.00206185567010309	0	0.000972762645914396	0
RP5-902P8.12	0	0	0	0	0.00206185567010309	0	0	0
UBE2J2	0.0479376751276273	0.0476088146376764	0.018887969714265	0.061421130866378	0.0377476391635559	0.0408319784029205	3.97496654403159e-05	0.00933448832068822
SCNN1D	8.62663906142168e-05	0	0.00215227333871402	0	0.0036818851251841	0	0.00444691495275153	0
ACAP3	0.00327396542692509	0.00329473232736772	0.00444716719987294	0.00061345177042181	0.0109551608495839	0.000740060981024835	0.00229712624818339	0.00142675967025999
PUSL1	0.011719207781554	0.0213714355498565	0.00370048883000594	0.0231937681501529	0.0382860477394615	0.0146294297237693	0.00235980156690824	0.000567456376791034
CPSF3L	0.0438960699830265	0.0386796991165923	0.0201582938871074	0.0232949854131117	0.0368487043744776	0.0366060163357461	0.00383321064254916	0.00400071123755334
CPTP	0.00541241724816605	0.0123123843008776	0.00793595436826238	0.0177348654379657	0.032616350600314	0.00404444848889293	0.000256200861475396	0.000487329434697856
DVL1	0.017503805175038	0.0239642904641574	0.00905825142532827	0.0753599029099126	0.0273407710775314	0.0303969910134294	0.00149912051596397	0.00272620764239366
MXRA8	0.00276052449965494	0	0.000269034167339252	0	0	0	0	0.0075187969924812
AURKAIP1	0.232221913806107	0.177024344157759	0.106283876171833	0.132788332763983	0.119018015807959	0.115223861016084	0.0374019615592205	0.020347771634542
CCNL2	0.052172468822888	0.00929755564262945	0.0551741222106807	0.0246591106280767	0.0346293128688765	0.0103164721998803	0.00796240395968197	0.00237982849500433
MRPL20	0.227734526645758	0.178390099828314	0.0921141950015981	0.13630069493633	0.0717276892984946	0.119551726087238	0.00691410755595574	0.0174136993032765
RP4-758J18.13	0	0	0.00211864406779661	0	0.00103092783505155	0.00122850122850123	0.000486381322957198	0
ANKRD65	0.000100644122383253	0.000539374325782093	0.00251098556183302	0.00067888662593347	0.000171821305841924	0.000204750204750205	0	0.00109649122807017
VWA1	0.0112715690518894	0.00856477325562661	0.0738186893405448	0.0696027788963795	0.0139637195524336	0.0636968275659599	0.0043393793137803	0.00119787377405106
ATAD3C	0.000460087416609156	0.000154106950223455	0.00757779571338893	0.00392784405004364	0.00397643593519882	5.85000585000584e-05	0.00148230498425051	0
ATAD3B	0.00688916105327618	0.0420073841104882	0.00191506856582053	0.0227704311408164	0.00232321765645419	0.0598608852129979	0.0018523592919384	0.00133432171979244
ATAD3A	0.0134345794392523	0.0850648761455403	0.00112642342960734	0.0123769914536422	0.00890740919163695	0.0206663758065627	0.00568202480090185	0.00602557796360059
TMEM240	0.000241545893719806	0.000323624595469256	0.000376647834274953	0.000407331975560081	0	0	0	0.00263157894736842
SSU72	0.181575956366833	0.149027195567236	0.0696735297463315	0.135233608381136	0.101859667735264	0.0903246138145467	0.00975519169444952	0.013780956866439
RP5-832C2.5	0.000109793588054458	0	0.000684814244136278	0.000740603591927421	0.00468603561387067	0	0	0.00119617224880383
C1orf233	0.000193236714975846	0.000258899676375405	0.00188323917137477	8.14663951120164e-05	0.00131958762886598	0.000884520884520884	0.00762645914396887	0.000526315789473684
RP11-345P4.9	5.75109270761444e-05	7.70534751117276e-05	0.00573939556990405	0	0.0118802160039273	0	0	0
MIB2	0.00639386189258312	0.000609175709118598	0.0244710313503933	0.00119803522223553	0.0380351728320194	0.000361323890735655	0.00112153810940719	0.00379256965944272
MMP23B	0.00109590266595098	2.99652403212274e-05	0.000313873195229128	0.00305498981670061	0.0110347460862925	4.55000455000454e-05	0.0184464620262286	0
CDK11B	0.00614099729796119	0.0125153127456896	0.00562843797546469	0.00225528438445695	0.0215388199662182	0.00555254792542928	0.000549583415770846	0.00185845970859352
SLC35E2B	0.0138651146867511	0.00398160181433631	0.0313255334608598	0.00873197876741986	0.0245555645750467	0.00139294627483604	1.53190967860535e-05	0.00419602154993783
RP11-345P4.7	0	0.00040453074433657	0.00423728813559323	0	0	0	0	0
CDK11A	0.0081116158338741	0.00638796309713568	0.0080951176321781	0.00218864942091984	0.00961686413294353	0.00412556382705636	2.90376909228178e-05	0.00157109190887667
SLC35E2	0.000679347826086957	0	0.00753295668549907	0.000127291242362525	0.000128865979381443	0.000153562653562654	0.000972762645914396	0
NADK	0.0159272867478624	0.0036768616011061	0.00427928525326472	0.00860560511746651	0.0303567107110014	0.0025954251306364	0.00263056940866992	0.00055596738324685
GNB1	0.160442867409271	0.143956778731713	0.0408094815644893	0.145643062732491	0.0797784783164352	0.0795987572847077	0.0157587548638132	0.0189267072640278
