cluster	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
0	GYPC	6.4534787428636e-204	0.503548708521481	0.786	0.221	1.20686505970292e-199
0	TUBA1A	1.66491930519345e-193	1.2217807564954	0.924	0.549	3.11356559264226e-189
0	KCNJ16	9.33579216434716e-179	0.501362321629602	0.83	0.335	1.74588649265456e-174
0	SFRP1	1.50425729585668e-175	0.765763686304703	0.931	0.402	2.81311156898157e-171
0	FILIP1L	1.86097353647805e-172	0.589405353762906	0.645	0.182	3.48020661056761e-168
0	VIM	1.48851698101198e-171	0.781009932316894	1	0.953	2.7836756061905e-167
0	NNMT	3.50569879154182e-163	0.824365640392431	0.998	0.733	6.55600731006235e-159
0	IGFBP7	2.34145721235584e-162	0.542281707430916	0.999	0.941	4.37875913282665e-158
0	XKR4	4.73676019843245e-159	0.326419352669202	0.524	0.106	8.85821524708852e-155
0	VCAN	5.95782243024291e-157	0.653423496824511	0.934	0.535	1.11417237267973e-152
0	EMP3	1.21507650171371e-155	0.666410823402049	0.984	0.684	2.27231456585481e-151
0	PPP1R1A	5.08808500883309e-155	0.401110100339119	0.664	0.192	9.51522777501877e-151
0	CRYM	1.3980554866111e-154	0.670145127952947	0.78	0.336	2.61450356551142e-150
0	HTRA1	1.65716780264377e-151	0.555702635114509	0.79	0.296	3.09906950772411e-147
0	UCHL1	1.15112910079631e-148	0.601016497125173	0.971	0.671	2.15272653139919e-144
0	CYS1	3.2954122342297e-142	0.536164760980718	0.884	0.484	6.16275041923295e-138
0	TPM2	1.78631849424909e-140	0.533044699232396	0.719	0.261	3.34059421609522e-136
0	IGFBP2	2.65330057460129e-140	0.595420388364086	0.633	0.196	4.96193740456187e-136
0	LRRK2	2.55628779072101e-138	0.340736681065413	0.587	0.162	4.78051379742737e-134
0	IGFBP6	6.59612831103574e-138	0.47733398648568	0.825	0.382	1.23354195544679e-133
0	NEFL	3.03357474176122e-137	0.459545909466994	0.667	0.216	5.67308812456765e-133
0	CTSC	6.95412627432872e-135	0.536480269561163	0.921	0.558	1.30049115456221e-130
0	FXYD2	2.12724973944035e-134	0.528722680952274	0.972	0.782	3.97816973772739e-130
0	DCDC2	4.26885767607618e-133	0.550615305683535	0.981	0.773	7.98319074003006e-129
0	CLDN16	4.44639322205623e-131	0.463131415861603	0.674	0.226	8.31519996456735e-127
0	IRX3	1.3395753161658e-130	0.407774143328195	0.687	0.25	2.50513979876167e-126
0	SLC26A2	1.22603875872049e-127	0.56830154699686	0.748	0.366	2.29281508268319e-123
0	HLA-DMB	3.58858600571175e-125	0.395724517208539	0.717	0.291	6.71101468928155e-121
0	CITED4	1.09771830435202e-122	0.610746470453423	0.952	0.758	2.0528430009687e-118
0	MYLK	8.88602976222025e-122	0.411827103174298	0.845	0.432	1.66177642583281e-117
0	TNFSF10	2.04119662295237e-121	0.741282010480451	0.963	0.724	3.81724180458323e-117
0	IRX2	1.95202497728914e-120	0.276866590719806	0.595	0.169	3.65048191002842e-116
0	SLC34A2	4.26027943188592e-117	0.458080293481184	0.707	0.282	7.96714856556986e-113
0	SPON1	6.0412142851547e-117	0.50561189848562	0.969	0.721	1.12976748346678e-112
0	RPS4X	7.92972946243341e-115	0.310674699749518	0.999	0.997	1.48293870676967e-110
0	MAP1B	1.29859643812921e-109	0.416508403616629	0.507	0.135	2.42850519894544e-105
0	DCBLD2	9.31661064944008e-109	0.526043476338047	0.998	0.847	1.74229935755179e-104
0	MGST3	3.00433791579478e-108	0.358342921969448	0.996	0.929	5.61841233632783e-104
0	ADIRF	3.55396002394476e-107	0.43528918297867	0.937	0.566	6.64626064077909e-103
0	GLRX	5.1286118989832e-107	0.376086998483284	0.979	0.816	9.59101711228848e-103
0	SERPINE2	7.80208904950939e-104	0.527690353328653	0.947	0.609	1.45906867314875e-99
0	PLAU	8.70054069873991e-104	0.592471060359779	0.977	0.815	1.62708811607135e-99
0	AKR1B1	3.74179526053027e-102	0.532910645587361	0.967	0.769	6.99753131671765e-98
0	PLEKHA1	3.50852997146032e-101	0.470337227183069	0.958	0.758	6.56130189962795e-97
0	TSPAN8	4.98861086401966e-100	0.406208972445464	0.585	0.205	9.32920117680317e-96
0	CRNDE	8.90297193120578e-100	0.274496466539991	0.76	0.305	1.66494478085479e-95
0	TINAG	1.57820826590779e-98	0.359817573006987	0.824	0.441	2.95140727807416e-94
0	MT1M	2.32301269639151e-98	0.385346203680363	0.56	0.192	4.34426604352177e-94
