	0	1	2	3	4	5	6
RP11-34P13.7	0	0	0.000722021660649819	0	0	0	0
FO538757.2	0.00908059023836549	0.0079123554473524	0.0036101083032491	0.0132275132275132	0.00833333333333333	0.0146750524109015	0.00892857142857143
AP006222.2	0.0187287173666288	0.0225197808886184	0.0108303249097473	0.0114638447971781	0.0138888888888889	0.0146750524109015	0.0178571428571429
RP4-669L17.10	0.000567536889897843	0	0	0	0.00138888888888889	0	0
RP5-857K21.4	0	0	0	0	0.00138888888888889	0	0
RP11-206L10.9	0.00113507377979569	0.00243457090687766	0.000722021660649819	0.0017636684303351	0.00138888888888889	0	0
LINC00115	0	0	0	0.000881834215167548	0	0	0
FAM41C	0.00851305334846765	0.0103469263542301	0.00433212996389892	0.00617283950617284	0.0111111111111111	0.010482180293501	0
SAMD11	0	0.000608642726719416	0.000722021660649819	0.000881834215167548	0	0	0
NOC2L	0.0204313280363224	0.0194765672550213	0.00938628158844765	0.0105820105820106	0.0111111111111111	0.0125786163522013	0.0267857142857143
KLHL17	0.00170261066969353	0.00121728545343883	0.00144404332129964	0.000881834215167548	0	0	0
HES4	0	0.000608642726719416	0	0	0.00138888888888889	0.00628930817610063	0.0714285714285714
ISG15	0.0113507377979569	0.0182592818015825	0.00505415162454874	0.00352733686067019	0.0180555555555556	0.0230607966457023	0.0982142857142857
AGRN	0.0130533484676504	0.0267802799756543	0.00938628158844765	0.00529100529100529	0.00694444444444444	0.0125786163522013	0.0357142857142857
C1orf159	0	0.000608642726719416	0.00144404332129964	0.000881834215167548	0	0.00209643605870021	0
TNFRSF4	0	0	0	0.000881834215167548	0	0	0.0178571428571429
SDF4	0.076049943246311	0.0547778454047474	0.0815884476534296	0.0881834215167548	0.0680555555555555	0.0146750524109015	0.0357142857142857
B3GALT6	0.0124858115777526	0.00669506999391357	0.0101083032490975	0.0105820105820106	0.00277777777777778	0.00419287211740042	0
FAM132A	0.036322360953462	0.0438222763237979	0.0346570397111913	0.0255731922398589	0.0430555555555556	0.0293501048218029	0
UBE2J2	0.0385925085130533	0.0535605599513086	0.0324909747292419	0.0352733686067019	0.0458333333333333	0.0545073375262055	0.0267857142857143
SCNN1D	0.00113507377979569	0	0.000722021660649819	0.0017636684303351	0.00416666666666667	0	0
ACAP3	0.00681044267877412	0.00608642726719416	0.00433212996389892	0.00529100529100529	0.00694444444444444	0.00838574423480084	0
PUSL1	0.00510783200908059	0.0121728545343883	0.00505415162454874	0.00617283950617284	0.00416666666666667	0.0146750524109015	0.00892857142857143
CPSF3L	0.0238365493757094	0.0389531345100426	0.0180505415162455	0.0167548500881834	0.0319444444444444	0.0251572327044025	0.0357142857142857
CPTP	0.00567536889897843	0.0109555690809495	0.0108303249097473	0.00793650793650794	0.0111111111111111	0.00838574423480084	0.00892857142857143
DVL1	0.0141884222474461	0.0200852099817407	0.00866425992779783	0.00793650793650794	0.00833333333333333	0.0125786163522013	0.00892857142857143
MXRA8	0.000567536889897843	0.00304321363359708	0.00144404332129964	0.00264550264550265	0.00138888888888889	0.00419287211740042	0
AURKAIP1	0.450624290578888	0.586122945830797	0.462093862815884	0.329805996472663	0.547222222222222	0.731656184486373	0.223214285714286
CCNL2	0.0136208853575482	0.0158247108947048	0.0144404332129964	0.017636684303351	0.0152777777777778	0.0167714884696017	0.0625
MRPL20	0.286038592508513	0.352404138770542	0.287364620938628	0.21957671957672	0.340277777777778	0.488469601677149	0.196428571428571
ANKRD65	0.000567536889897843	0.000608642726719416	0	0	0	0	0
VWA1	0.00340522133938706	0.00243457090687766	0.00505415162454874	0.0105820105820106	0.00416666666666667	0.00419287211740042	0.0625
ATAD3C	0.00227014755959137	0.00486914181375533	0.00433212996389892	0.00264550264550265	0	0.00838574423480084	0.00892857142857143
ATAD3B	0.000567536889897843	0.00486914181375533	0	0	0.00277777777777778	0.00419287211740042	0.00892857142857143
ATAD3A	0.010783200908059	0.0139987827145466	0.00144404332129964	0.0123456790123457	0.00833333333333333	0.0125786163522013	0.0178571428571429
SSU72	0.165153234960272	0.237370663420572	0.15956678700361	0.127865961199295	0.201388888888889	0.262054507337526	0.151785714285714
RP5-832C2.5	0	0.000608642726719416	0.000722021660649819	0	0	0	0
C1orf233	0	0	0.000722021660649819	0	0	0	0
RP11-345P4.9	0.00283768444948922	0.00669506999391357	0.00144404332129964	0.00352733686067019	0.00277777777777778	0	0
MIB2	0.0192962542565267	0.0158247108947048	0.00649819494584838	0.0149911816578483	0.0166666666666667	0.0125786163522013	0
MMP23B	0	0.00121728545343883	0.000722021660649819	0.0017636684303351	0	0	0
CDK11B	0.00908059023836549	0.00912964090079124	0.00938628158844765	0.00881834215167548	0.0111111111111111	0.00628930817610063	0.0267857142857143
RP11-345P4.10	0.000567536889897843	0	0.000722021660649819	0	0	0	0
SLC35E2B	0.00681044267877412	0.0133901399878271	0.00938628158844765	0.0105820105820106	0.00833333333333333	0.010482180293501	0.00892857142857143
CDK11A	0.00567536889897843	0.00730371272063299	0.0036101083032491	0.00440917107583774	0.00694444444444444	0.00628930817610063	0.0267857142857143
SLC35E2	0.000567536889897843	0	0.000722021660649819	0.0017636684303351	0	0.00209643605870021	0
NADK	0.0175936435868331	0.0213024954351795	0.0129963898916968	0.0229276895943563	0.0111111111111111	0.0125786163522013	0.0357142857142857
GNB1	0.0959137343927355	0.144248326232502	0.0945848375451264	0.0793650793650794	0.1125	0.215932914046122	0.107142857142857
RP1-140A9.1	0.000567536889897843	0.000608642726719416	0.000722021660649819	0	0	0	0
TMEM52	0.00624290578887628	0.00121728545343883	0.00505415162454874	0.00440917107583774	0.00416666666666667	0	0
PRKCZ	0.0357548240635641	0.0328667072428484	0.0303249097472924	0.0388007054673721	0.0236111111111111	0.0251572327044025	0.00892857142857143
FAAP20	0.105561861520999	0.180158247108947	0.114801444043321	0.107583774250441	0.129166666666667	0.186582809224319	0.0446428571428571
SKI	0.00510783200908059	0.00608642726719416	0.0036101083032491	0.00352733686067019	0.00972222222222222	0.010482180293501	0.00892857142857143
MORN1	0.00681044267877412	0.00730371272063299	0.0108303249097473	0.00529100529100529	0.0138888888888889	0.00419287211740042	0
RER1	0.13677639046538	0.111381618989653	0.111913357400722	0.119929453262787	0.119444444444444	0.039832285115304	0.0446428571428571
PEX10	0.0198637911464245	0.0237370663420572	0.0166064981949458	0.0238095238095238	0.0166666666666667	0.039832285115304	0.0178571428571429
PLCH2	0.010783200908059	0.00486914181375533	0.0166064981949458	0.0158730158730159	0.116666666666667	0.00628930817610063	0.0178571428571429
PANK4	0.00340522133938706	0.00486914181375533	0.0036101083032491	0.00352733686067019	0.00555555555555556	0.00628930817610063	0
RP3-395M20.12	0.00340522133938706	0.00426049908703591	0.0036101083032491	0.00440917107583774	0.00416666666666667	0.00209643605870021	0
RP3-395M20.8	0	0.00365185636031649	0.00433212996389892	0.00264550264550265	0.00833333333333333	0	0
TNFRSF14	0.0368898978433598	0.0438222763237979	0.0382671480144404	0.0317460317460317	0.0291666666666667	0.0125786163522013	0.0267857142857143
FAM213B	0.0119182746878547	0.0231284236153378	0.015884476534296	0.0158730158730159	0.00972222222222222	0.0167714884696017	0.00892857142857143
TTC34	0	0	0	0	0	0.00209643605870021	0.00892857142857143
LINC00982	0	0.000608642726719416	0	0	0	0	0.0178571428571429
ARHGEF16	0.0170261066969353	0.0103469263542301	0.0072202166064982	0.00617283950617284	0.0194444444444444	0.00628930817610063	0.00892857142857143
