	0	1	2	3	4	5	6	7	8	9	10
RP11-34P13.7	0.000742574257425742	0.00110429447852761	0.000224719101123595	0.00090293453724605	0	0	0	0	0	0	0.00555555555555555
FO538757.2	0.000853290457250854	0.0070892978868439	0.0140017286084702	0.0197565163705119	0.0011805260424045	0.000777000777000777	0.00126622348844571	0.00127805735282371	0	0.000275709953129308	0.00427350427350428
AP006222.2	0.00136760251367603	0.00606773678460375	0.00197014006464522	0.0123689662636445	0.00272458941951109	7.78331257783314e-05	0.000507356671740233	0.00460888490590194	0	0	0
RP4-669L17.10	0.00440044004400441	0.000102249488752556	0	0.00018811136192626	0.000460405156537753	0	0	0.000778816199376946	0	0	0
RP11-206L10.9	0.000550055005500551	0.0359023517382413	9.36329588014981e-05	0.0146962001504891	0	0	0.000868055555555556	0.00155763239875389	0	0	0.000578703703703703
LINC00115	2.84511209741663e-05	0.00207319653056907	0.000697404106935297	0.0175138164552036	0	0	0.000319284802043422	0.00128907508862391	0	0	0
FAM41C	0.00106082036775106	0.0007011393514461	0.000321027287319422	0.00395033860045147	0.00493291239147593	0	0.00297619047619048	0.000333778371161548	0	0	0
RP11-54O7.3	0	0	0.00224719101123596	0	0	0	0	0	0	0	0
SAMD11	5.15676567656765e-05	0	0.0140449438202247	0.000141083521444695	0	0	0	0	0	0.032258064516129	0
NOC2L	9.42951438000943e-05	0.0126555652936021	0.00849117174959871	0.0298129635601419	0.000631412786108918	0.00064935064935065	0.00165343915343915	0.00240320427236315	0.000816326530612245	0.00207373271889401	0.0253968253968254
KLHL17	0	0.000175284837861525	0.00513643659711076	0.000322476620445017	0.000789265982636147	0	0	0	0	0	0
PLEKHN1	0.000206270627062706	0	0.0050561797752809	0	0	0	0	0	0	0	0
RP11-54O7.17	0.0012001200120012	0	0.000817160367722166	0	0	0.000516528925619835	0.00336700336700336	0.000849617672047577	0	0.00293255131964809	0
HES4	0.0109117161716172	0.00049079754601227	0.0310252808988764	0.000126975169300226	0.00345303867403315	0.00799005681818181	0.0046875	0.0149532710280374	0	0.00725806451612903	0
ISG15	0.0323385317806392	0.0384627610540704	0.000838330325435176	0.0247078913203663	0.00206108836916383	1.47197362223269e-05	0.0162156975628478	0.0203622100624667	0.000296076980014804	0.000752131037940833	0.00129533678756477
AGRN	1.97624552874449e-05	6.61254178759047e-05	0.190553724012649	0.000216271745448156	0.000827075131504946	0.0110234077299946	0	0.000503665566064133	0.000171086398631309	0.0278153370677999	0
RNF223	0	0	0.00224719101123596	0	0	0	0	0	0	0	0
C1orf159	0.000103135313531353	0.000153374233128834	0.00449438202247191	0.00028216704288939	0	0	0	0.00116822429906542	0	0	0
LINC01342	0	0.000408997955010225	0	0.00300978179082017	0	0	0	0	0	0	0
RP11-465B22.8	0	0.000288704438830747	0.0297422339722406	0	0	0	0	0	0	0	0
TNFRSF18	0	0.0049079754601227	0	0.00225733634311513	0	0	0	0	0	0	0
TNFRSF4	0.0003000300030003	0	0.000204290091930541	0.000205212394828647	0	0	0.000841750841750841	0.0305862361937128	0	0	0
SDF4	0.000863458438867142	0.0137023826508774	0.0282623464854978	0.0185206572523492	0.00310934087112938	0.0044661733615222	0.00211024978466839	0.0140838948054771	0.000132890365448505	0.0054013503375844	0.000258397932816537
B3GALT6	5.4103771032841e-05	0.0146635824197928	0.000920979922637687	0.00947341153831921	0.000362286024816592	0	0.00060716454159077	0.000612838976558909	0	0.000528820729772607	0.0145719489981785
FAM132A	0.000390828556539864	0.000581207620277689	0	0	0.0290782204129107	0	0	0.0044269552385637	0	0	0
UBE2J2	0.00385567402894135	0.00909233915368885	0.00697205416306539	0.0139057706777797	0.0141663125088539	0.000327797202797203	0.00480769230769231	0.00215672178289001	0	0.000206782464846981	0.00320512820512821
SCNN1D	0	0	0	0	0.00552486187845304	0	0	0	0	0	0
ACAP3	0.000381982642708715	0.0032719836400818	0.00599250936329588	0.00706462670345289	0.00163699611213423	0.00042087542087542	0.000171467764060356	0.00276912426445137	0	0.0005973715651135	0
PUSL1	0.000165016501650165	0.00098159509202454	0.000112359550561798	0.0072234762979684	0.00110497237569061	0	0	0.00420560747663551	0	0	0
CPSF3L	0.000896828813316114	0.00533475593491598	0.00478749389350268	0.012979683972912	0.00864760989670912	0.00154397233201581	0.000100644122383253	0.000914262494920764	0.000310559006211181	0.000350631136044881	0.00241545893719807
CPTP	2.66155647822847e-05	0.00320601622798337	0.00181225081551287	0.00589820141265565	0.00285154161468544	0	0	0.00271329514621646	0	0	0
TAS1R3	0	0.00276073619631902	0	0.00056433408577878	0	0	0	0	0	0	0
DVL1	0.00011001100110011	0.00261758691206544	0.00119850187265918	0.000677200902934538	0.00662983425414365	0	0.00123456790123457	0.00498442367601247	0	0.0010752688172043	0
MXRA8	3.3003300330033e-05	4.90797546012269e-05	0.00575280898876405	9.02934537246048e-05	0.000220994475138121	0.00204545454545455	0	0	0	0.129032258064516	0
AURKAIP1	0.0133638172977603	0.0265274200346555	0.0363976327300798	0.0178656971033722	0.113500063261777	0.038939972241499	0.00565450947130336	0.00629235927801955	0.00854961832061069	0.00595912336862842	0.00687022900763359
CCNL2	0.00246794590963521	0.0251045116455834	0.0175400218753107	0.0239817015921213	0.000880066493912874	0.00251407884151247	0.00200753851196329	0.00810520221652468	0.000505689001264222	0.000570939194975735	0
MRPL20	0.00118256798257522	0.0504704971904756	0.0363001458414642	0.0298158228135407	0.0662680416536204	0.0134618580688051	0.00548446069469836	0.015376992601958	0.00632018803865239	0.00589726956419178	0.00162502539102173
RP4-758J18.13	0	0	0	0.00677200902934538	0	0	0	0	0	0	0
ANKRD65	0	0	0	0.000376222723852521	0	0	0.00154320987654321	0.0140186915887851	0	0.0053763440860215	0
RP4-758J18.10	0	0	0	0	0	0	0	0.00467289719626167	0	0.0161290322580645	0
VWA1	0	0	0.0341822721598003	2.50815149235014e-05	6.13873542050337e-05	0.000568181818181818	0	0.192004153686397	0.000317460317460318	0.00573476702508961	0
ATAD3C	8.25082508250824e-05	0	0.00808988764044943	0	0.00220994475138121	0	0	0.000934579439252335	0	0	0
ATAD3B	0.000113804483896666	0.00715041252379946	0.00193723363037582	0.00194597960613373	0	0.000195924764890282	0.00127713920817369	0.000322268772155978	0	0	0
ATAD3A	0	0.00261758691206544	0.00906367041198503	0.0018811136192626	0.00294659300184162	0	0.000308641975308642	0.000311526479750779	0	0	0
SSU72	0.0189891716444372	0.0621102266389495	0.00655214040300864	0.0555342051750835	0.0256517967216109	0.00634861006761834	0.0111570247933884	0.00889781416544374	0.00302243211334121	0.000853105838443083	0.00330578512396694
