cluster	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
2	MUC1	0	2.11553183464068	0.766	0.04	0
2	DEFB1	0	1.92588821546507	0.688	0.054	0
2	MAL	0	1.74347701349371	0.737	0.068	0
2	CDH16	0	1.60755733587087	0.728	0.063	0
2	ITGB6	0	1.42098653491784	0.625	0.031	0
2	ERBB4	0	0.931899211565604	0.521	0.008	0
2	WFDC2	2.78185272295244e-303	3.07542842299947	0.849	0.138	5.03125883473179e-299
2	TACSTD2	1.84132579870885e-302	1.83086812132746	0.694	0.059	3.33022183954483e-298
2	KCNJ1	3.53847609918774e-297	0.814426332689357	0.431	0.003	6.39968787299094e-293
2	S100A2	1.03567386761668e-287	2.94390652069017	0.751	0.093	1.87311975697153e-283
2	CLDN7	2.70765850842783e-286	1.36825089767158	0.726	0.075	4.89707117834258e-282
2	TMPRSS4	1.63345264705731e-276	0.810415717257917	0.411	0.004	2.95426245746786e-272
2	BCAM	4.90241966541309e-274	1.44512469958225	0.762	0.098	8.86651620686612e-270
2	MECOM	9.05501183616794e-273	0.83928071607994	0.461	0.012	1.63768944068933e-268
2	TSPAN8	2.64778052517062e-268	1.13076820945806	0.438	0.009	4.78877585782359e-264
2	SLC12A1	6.55756883087893e-262	2.15665048117871	0.465	0.016	1.18600189875276e-257
2	PCSK1N	6.78052915323835e-260	1.87785764217888	0.699	0.084	1.22632650265469e-255
2	KCNJ16	1.28058080455001e-258	1.16794706834645	0.656	0.067	2.31605844310915e-254
2	EPCAM	2.62429575061033e-254	1.44249230921741	0.766	0.107	4.74630129455384e-250
2	SFRP1	5.81553620922872e-254	1.4260122151228	0.44	0.013	1.05179787880111e-249
2	CLU	1.73762462936588e-245	1.41979565639405	0.766	0.107	3.14266790467113e-241
2	SERPING1	1.90976444243045e-244	1.07311926032131	0.688	0.081	3.45399997057971e-240
2	COL18A1	2.36951712840974e-244	1.32412477438637	0.804	0.131	4.28550867844185e-240
2	IGFBP2	1.60913953192135e-239	0.923908331091385	0.474	0.022	2.91028975743296e-235
2	ATP1B1	1.14999329879253e-237	1.74363714964358	0.8	0.137	2.07987788019618e-233
2	CA12	2.85378376741204e-237	1.23340417272067	0.569	0.049	5.16135332174142e-233
2	TFCP2L1	1.00373316296984e-235	0.956960849242031	0.546	0.043	1.81535179854726e-231
2	CLCNKB	2.89502277474893e-232	0.888748547588382	0.418	0.014	5.23593819041092e-228
2	TNFRSF12A	1.01472916261594e-230	1.43597067515181	0.802	0.136	1.83523916350719e-226
2	SCNN1A	1.82989972073836e-225	0.693721347752539	0.483	0.03	3.3095566349274e-221
2	CDH3	3.4193232559063e-223	0.453561933084365	0.328	0.002	6.18418804063213e-219
2	CLDN4	5.14740441459938e-223	1.34491368622482	0.715	0.101	9.30959562424445e-219
2	SPP1	1.07170989978773e-220	2.55036291993836	0.852	0.203	1.93829452475609e-216
2	PTH1R	1.34338922223361e-218	1.29542497431284	0.546	0.049	2.42965374733171e-214
2	AGRN	5.36396464086949e-215	0.770763027907819	0.566	0.058	9.70126644947656e-211
2	TFAP2B	2.43190065780831e-214	0.472359486507612	0.303	0	4.39833552971212e-210
2	IGFBP7	1.34317313253741e-213	1.65645335727351	0.933	0.265	2.42926292750716e-209
2	ATP1A1	2.20850409325587e-213	1.95827041860566	0.865	0.254	3.99430050306256e-209
2	ITGA2	3.6222256874564e-209	0.8653341228578	0.472	0.034	6.55115737833364e-205
2	PAPPA2	4.84974789831259e-208	1.15473437449445	0.321	0.004	8.77125404888815e-204
2	KRT19	8.03191865497296e-208	1.60174277746262	0.6	0.071	1.45265280793841e-203
2	C8orf4	1.88578484633632e-201	1.43159864039727	0.629	0.083	3.41063047308387e-197
2	CLDN16	2.90556686553243e-201	0.801169960573018	0.317	0.004	5.25500823300195e-197
2	SDC4	4.12638865008807e-200	0.992225519944847	0.64	0.089	7.46298651254929e-196
2	GSTM3	1.87658458509537e-199	0.87666827948126	0.524	0.054	3.39399088060348e-195
2	GPNMB	4.38178157154235e-199	0.554310292876635	0.321	0.005	7.92489015029149e-195
2	DST	6.07993705020675e-199	1.17346303541702	0.602	0.08	1.09961741490039e-194
2	CLDN3	4.14724707722565e-198	1.24692622873703	0.636	0.091	7.50071106387031e-194
2	GDF15	4.7253486060649e-197	1.61909804182316	0.573	0.07	8.54626548892898e-193
2	LAMB1	1.27973798813549e-195	0.856531942448117	0.589	0.076	2.31453412534185e-191
2	LGALS3BP	3.48434442542648e-195	0.893718927980772	0.609	0.081	6.30178532782634e-191
2	ATP6V1B1	5.88634683238861e-195	0.65930923915367	0.364	0.013	1.0646046881058e-190
2	CD9	7.81592751335874e-195	1.22505722641815	0.71	0.124	1.41358865006606e-190
2	MGLL	3.30343834625849e-194	0.903957151391986	0.528	0.056	5.9745985930431e-190
2	KRT7	1.30527794339995e-193	1.25033981664351	0.611	0.082	2.36072568843315e-189
2	CASR	1.34736062322812e-193	0.415979736146598	0.292	0.003	2.43683642317037e-189
2	DCDC2	3.04610585510294e-193	0.907366116582147	0.629	0.086	5.50918704953917e-189
2	APP	2.92626226002863e-190	1.22867910892562	0.849	0.214	5.29243792348778e-186
2	LAMC2	9.71778407241049e-190	0.848552034141866	0.398	0.023	1.75755842733616e-185
2	AOC1	1.376379127878e-189	0.803875624341441	0.407	0.025	2.48931929068015e-185
2	PKHD1	2.56994585822773e-189	0.737328412778385	0.546	0.06	4.64800407919067e-185
2	CST3	4.55414677235734e-188	1.30898729034318	0.829	0.188	8.23662985248548e-184
2	LLGL2	1.1506016465673e-185	0.775270213176014	0.598	0.087	2.08097813798162e-181
2	CPVL	5.61081017995963e-185	0.862862759415274	0.553	0.068	1.0147711291475e-180
2	DEPTOR	2.28866369511626e-184	0.568391808279509	0.375	0.019	4.13927715898727e-180
2	SCIN	1.7507497325235e-183	0.851748085247419	0.566	0.072	3.16640596624201e-179
2	CYS1	2.52237712783081e-183	0.968187646658682	0.564	0.074	4.56197127339481e-179
2	LMNA	2.1513267901488e-182	1.26826734718294	0.778	0.168	3.89088963266312e-178
2	LGALS3	2.74606951720521e-182	1.10039135485917	0.629	0.099	4.96654132881735e-178
2	PAX8	2.07001450521757e-180	0.954888864488061	0.625	0.095	3.7438282341365e-176
2	MT-CYB	5.72879355979287e-180	1.56137929826268	0.987	0.893	1.03610960322414e-175
2	DDR1	3.77945088427925e-178	0.760054335190172	0.557	0.075	6.83551486930745e-174
2	PON2	2.3821244925622e-176	0.855758947732517	0.582	0.084	4.30831035724799e-172
2	CTSD	1.15594336307602e-175	1.46518671571498	0.825	0.224	2.09063916645928e-171
2	SLPI	2.49565740956254e-175	1.78243123864321	0.409	0.03	4.5136459909348e-171
2	CD151	3.22919617006464e-175	0.912103359252015	0.688	0.121	5.84032419317891e-171
2	SYTL2	9.48689385645805e-175	0.760810363666954	0.481	0.049	1.715799622879e-170
2	FOLR1	2.19629511839738e-174	0.775080237266428	0.418	0.033	3.9722193511335e-170
2	MT-CO3	6.25155963532247e-174	1.54376714526474	0.996	0.952	1.13065707564442e-169
2	MT-CO1	2.1748857113532e-173	1.60408553484924	0.987	0.876	3.9334982975534e-169
2	WEE1	3.14403902413138e-172	0.934328870822581	0.479	0.052	5.68630897904402e-168
2	S100A14	1.65815976269873e-171	0.561347680662047	0.362	0.02	2.99894774681693e-167
2	MT-ATP6	1.76695438849389e-171	1.50596457064926	0.984	0.882	3.19571370703004e-167
2	AGR2	4.4478817710483e-171	0.802024922826567	0.252	0.001	8.04443897111796e-167
2	CKB	5.05333348771065e-171	0.903767397156772	0.593	0.089	9.13945894587347e-167
2	ITM2C	8.64058039603815e-171	1.79938229740948	0.719	0.185	1.56273537042746e-166
2	HSD11B2	1.0912485962882e-170	0.807023351708945	0.337	0.015	1.97363221124684e-166
2	PERP	3.80945216062441e-170	0.824979385552819	0.515	0.064	6.88977517770531e-166
2	NAV2	3.46010523691924e-169	0.570513591818498	0.335	0.015	6.25794633149213e-165
2	SERINC2	4.11279236441286e-169	0.732748615097058	0.508	0.064	7.4383962702771e-165
2	MT-ND5	8.9721306645822e-169	1.42405905693022	0.969	0.66	1.62269955199634e-164
2	TMEM213	4.66802993442366e-167	0.451713714605939	0.339	0.015	8.44259893939863e-163
2	HOXD8	5.5678172770554e-167	0.623048693447398	0.393	0.029	1.00699543272824e-162
2	SERPINA5	5.65056633857002e-167	0.633920774591737	0.256	0.003	1.02196142799377e-162
2	CD59	2.96235772519553e-166	1.15122635907818	0.717	0.153	5.35772018178864e-162
2	POU3F3	2.43039643328768e-163	0.504293508824413	0.364	0.024	4.3956149892441e-159
2	PLCB1	8.44440661523941e-163	0.627945484808288	0.371	0.025	1.5272553804322e-158
2	MT-CO2	8.81496760213377e-162	1.39180187250103	0.982	0.918	1.59427504052191e-157
2	KRT8	9.71444945025641e-162	0.858204425655483	0.715	0.131	1.75695532757337e-157
2	SOX4	2.6169612844513e-160	1.28735541486324	0.721	0.154	4.73303617905863e-156
2	SPINT1	3.34109785156818e-159	0.597722358992244	0.497	0.064	6.04270957434622e-155
2	ITGA3	1.37612057165188e-158	0.771302133281321	0.508	0.067	2.48885166588959e-154
2	FXYD2	1.81814218088447e-157	1.05515645410259	0.692	0.137	3.28829194834766e-153
2	SEMA3B	2.11089996428941e-157	0.689376985941632	0.427	0.043	3.81777367541382e-153
2	GPRC5A	2.95485793839935e-157	0.489196641299409	0.272	0.007	5.34415606738907e-153
2	MYO6	2.98102674413889e-157	0.782920639807572	0.613	0.107	5.39148496944959e-153
2	EHF	6.96190194978832e-156	0.375321023907373	0.252	0.004	1.25912958663872e-151
2	ARHGEF38	1.17039998813868e-155	0.349799750761204	0.279	0.009	2.11678541854761e-151
2	SPINT2	3.09792589467935e-155	1.14291859798913	0.796	0.239	5.60290877311708e-151
2	FAT1	4.68669538099028e-155	0.723009304487117	0.524	0.073	8.47635726605901e-151
2	ERBB2	2.86092330461149e-154	0.642220571167679	0.454	0.053	5.17426588872035e-150
2	FXYD3	4.74644209827004e-154	0.454669580311619	0.249	0.004	8.58441517893119e-150
2	MT-ND1	1.09011319255624e-153	1.32305867856233	0.98	0.883	1.97157872005721e-149
2	ACPP	2.79368618586124e-153	0.485227013889684	0.254	0.005	5.05266083574865e-149
2	MT-ND4	1.0594467640431e-152	1.28066949964758	0.982	0.888	1.91611541744834e-148
2	RGL3	1.53253863992842e-152	0.455878603607787	0.373	0.03	2.77174938417453e-148
2	KNG1	2.08051867348207e-152	1.35515103883263	0.263	0.007	3.76282607285967e-148
2	GOLM1	1.42404453568256e-151	0.563625456234689	0.411	0.042	2.57552694723547e-147
2	PRSS8	6.99377714309123e-151	0.405036757611479	0.317	0.017	1.26489453409948e-146
2	MT-ND3	5.88609387192873e-150	1.25641466110905	0.978	0.875	1.06455893767703e-145
2	OGDHL	3.13395031334867e-149	0.619358127484822	0.445	0.052	5.6680625367224e-145
2	FIBIN	5.48791037934526e-148	0.571846315892079	0.272	0.009	9.92543471208383e-144
2	DSP	1.63341982512485e-147	0.84212012996249	0.524	0.079	2.95420309572081e-143
2	KIF12	2.28777143036412e-147	0.673313183242554	0.515	0.077	4.13766340895655e-143
2	UCHL1	3.14256627980996e-147	0.508603389639231	0.279	0.011	5.68364537366429e-143
2	TSPAN1	4.37822538521671e-147	0.958295155686039	0.587	0.1	7.91845843170295e-143
2	ATF3	5.75888572634121e-147	1.18208208843415	0.622	0.119	1.04155207246607e-142
2	DSTN	7.22194773526632e-147	1.10317764622135	0.753	0.199	1.30616146740027e-142
2	CPM	2.09876701623829e-145	0.837833438596807	0.503	0.075	3.79583002556858e-141
2	LINC01116	2.53665595252787e-145	0.437870643720086	0.326	0.021	4.58779595574191e-141
