	0	1	2	3	4	5	6	7	8	9	10
RP11-34P13.7	0.00247524752475248	0.00368098159509202	0.00224719101123596	0.00451467268623025	0	0	0	0	0	0	0.0555555555555556
FO538757.2	0.00907590759075908	0.0319018404907975	0.0606741573033708	0.072234762979684	0.0276243093922652	0.0227272727272727	0.037037037037037	0.0373831775700935	0	0.032258064516129	0.166666666666667
AP006222.2	0.00907590759075908	0.0233128834355828	0.0179775280898876	0.0451467268623025	0.0331491712707182	0.00568181818181818	0.0185185185185185	0.0560747663551402	0	0	0
RP4-669L17.10	0.0066006600660066	0.00122699386503067	0	0.00225733634311512	0.00552486187845304	0	0	0.00934579439252336	0	0	0
RP11-206L10.9	0.0066006600660066	0.0650306748466258	0.00449438202247191	0.0564334085778781	0	0	0.0277777777777778	0.0373831775700935	0	0	0.0555555555555556
LINC00115	0.000825082508250825	0.00858895705521472	0.00674157303370787	0.0338600451467269	0	0	0.00925925925925926	0.0186915887850467	0	0	0
FAM41C	0.00495049504950495	0.0049079754601227	0.00449438202247191	0.0158013544018059	0.0276243093922652	0	0.0277777777777778	0.00934579439252336	0	0	0
RP11-54O7.3	0	0	0.00224719101123596	0	0	0	0	0	0	0	0
SAMD11	0.000825082508250825	0	0.0224719101123595	0.00225733634311512	0	0	0	0	0	0.129032258064516	0
NOC2L	0.0033003300330033	0.0466257668711656	0.051685393258427	0.0970654627539503	0.0220994475138122	0.0227272727272727	0.0462962962962963	0.0560747663551402	0.0571428571428571	0.0967741935483871	0.444444444444444
KLHL17	0	0.00122699386503067	0.00898876404494382	0.00225733634311512	0.00552486187845304	0	0	0	0	0	0
PLEKHN1	0.000825082508250825	0	0.00674157303370787	0	0	0	0	0	0	0	0
RP11-54O7.17	0.0033003300330033	0	0.00449438202247191	0	0	0.00568181818181818	0.0185185185185185	0.00934579439252336	0	0.032258064516129	0
HES4	0.037953795379538	0.0098159509202454	0.10561797752809	0.00677200902934537	0.0552486187845304	0.0852272727272727	0.0833333333333333	0.149532710280374	0	0.193548387096774	0
ISG15	0.101485148514851	0.134969325153374	0.0269662921348315	0.146726862302483	0.0662983425414365	0.00568181818181818	0.240740740740741	0.271028037383178	0.0571428571428571	0.0967741935483871	0.166666666666667
AGRN	0.00165016501650165	0.00368098159509202	0.267415730337079	0.0090293453724605	0.0276243093922652	0.102272727272727	0	0.0280373831775701	0.0285714285714286	0.387096774193548	0
RNF223	0	0	0.00224719101123596	0	0	0	0	0	0	0	0
C1orf159	0.000825082508250825	0.00122699386503067	0.00898876404494382	0.00225733634311512	0	0	0	0.00934579439252336	0	0	0
LINC01342	0	0.00122699386503067	0	0.00451467268623025	0	0	0	0	0	0	0
RP11-465B22.8	0	0.00245398773006135	0.0337078651685393	0	0	0	0	0	0	0	0
TNFRSF18	0	0.00736196319018405	0	0.00677200902934537	0	0	0	0	0	0	0
TNFRSF4	0.00165016501650165	0	0.00224719101123596	0.00225733634311512	0	0	0.00925925925925926	0.0560747663551402	0	0	0
SDF4	0.0123762376237624	0.0601226993865031	0.11685393258427	0.0948081264108352	0.0607734806629834	0.0738636363636364	0.0648148148148148	0.168224299065421	0.0285714285714286	0.193548387096774	0.0555555555555556
B3GALT6	0.00165016501650165	0.0331288343558282	0.0112359550561798	0.036117381489842	0.0110497237569061	0	0.0185185185185185	0.0186915887850467	0	0.032258064516129	0.222222222222222
FAM132A	0.00247524752475248	0.00368098159509202	0	0	0.0552486187845304	0	0	0.0280373831775701	0	0	0
UBE2J2	0.0222772277227723	0.0417177914110429	0.049438202247191	0.0699774266365688	0.110497237569061	0.0170454545454545	0.0833333333333333	0.0560747663551402	0	0.032258064516129	0.166666666666667
SCNN1D	0	0	0	0	0.00552486187845304	0	0	0	0	0	0
ACAP3	0.00412541254125413	0.0147239263803681	0.0269662921348315	0.0293453724604966	0.0220994475138122	0.0113636363636364	0.00925925925925926	0.0373831775700935	0	0.032258064516129	0
PUSL1	0.00165016501650165	0.0049079754601227	0.00224719101123596	0.018058690744921	0.0110497237569061	0	0	0.0280373831775701	0	0	0
