logFC	logCPM	F	PValue	FDR
VCAN	7.40482374543038	6.84699464977153	185.757894458341	3.69805219438347e-06	0.0202595886687692
EDIL3	5.30354734163859	6.37269834890421	178.913264138936	3.82603619001815e-06	0.0202595886687692
MAN1C1	-8.28534807237305	9.06873200406029	159.192046545112	6.11643793686578e-06	0.0202595886687692
FAM20A	-4.83321668497383	8.57969033926585	144.427356870907	7.7321814877994e-06	0.0202595886687692
CCND2	6.68237957143597	4.27426295408896	132.439364811176	1.02622413000313e-05	0.0202595886687692
SLC13A3	-5.28386888904673	10.6464663777975	117.253468409771	1.64325687158473e-05	0.0202595886687692
AC113383.1	5.62868346293271	4.87779385105969	112.481504145941	1.82848923184272e-05	0.0202595886687692
PLEKHH2	4.23405781276178	7.48942922728734	110.12620984873	2.00914240472643e-05	0.0202595886687692
LINC01060	-4.93271047512236	8.66758894486549	103.620271951898	2.44073371335989e-05	0.0202595886687692
AC068051.1	4.34696178478254	5.58855139226175	99.7317220660993	2.63882931848704e-05	0.0202595886687692
LRRC4C	3.58836546017918	6.49127717845152	98.14489548817	2.70791116055962e-05	0.0202595886687692
PROM1	5.34110379409143	6.72154086501311	100.109622036527	2.72416029933461e-05	0.0202595886687692
SLC5A2	-4.35202383817191	8.33153148641582	98.569767980235	2.81517577755708e-05	0.0202595886687692
SULT1C4	3.32065723921708	6.57199924792914	91.2655321290188	3.4182715195209e-05	0.0202595886687692
AGPAT4	3.98823392496739	5.05264513678205	90.6077013392432	3.49827063410741e-05	0.0202595886687692
VCAN-AS1	9.45224731210683	3.99792497194577	128.098620194101	3.51428602201072e-05	0.0202595886687692
STRIP2	-4.93530402627465	6.80786931273244	90.3265736342721	3.71669921794353e-05	0.0202595886687692
AQP4-AS1	4.68177013265248	6.84216699527821	89.8394070740229	3.84116127825465e-05	0.0202595886687692
CASC15	4.40569173389976	8.43997348078253	89.6056737795295	3.87295294723427e-05	0.0202595886687692
LRRK1	5.82037020275455	3.80242009925597	87.842099391038	3.95710225867748e-05	0.0202595886687692
RAPGEF5	4.20727523399997	5.83037121360838	84.5031595389663	4.66070779761106e-05	0.0202595886687692
PSAT1	-4.11324923926967	6.57190428032868	82.6709959743475	4.68566124135975e-05	0.0202595886687692
SLC38A1	3.90117515463893	4.68600148913485	81.8931241333926	4.82854574288086e-05	0.0202595886687692
GAS6-AS1	5.78445271909064	3.22945442113353	81.6140366526142	4.88118223069826e-05	0.0202595886687692
FBXL7	4.39035498110087	5.95068531697095	81.2253477362631	5.27882984852891e-05	0.0202595886687692
RBMS3	3.4723349252921	5.75005927390164	79.6193341930172	5.27986043885048e-05	0.0202595886687692
SPON1	3.5401818804677	6.12950413652378	80.1234888709949	5.34345453480294e-05	0.0202595886687692
CFAP54	4.17670221506445	4.68233581656029	79.7846352971657	5.36798929584986e-05	0.0202595886687692
KCNB2	3.57606414078856	4.89320100992647	77.9264498749651	5.65184241712534e-05	0.0202595886687692
NPL	-3.74862123265619	7.75339912947494	79.0244048710669	5.674623517542e-05	0.0202595886687692
SLC34A1	-8.51468069915172	9.585764837149	78.4990097388859	5.87621249056594e-05	0.0202595886687692
ACSM3	3.14168715006969	8.14300536079991	77.2859464324542	5.93500365263896e-05	0.0202595886687692
LRRN2	-3.43748886252653	6.91569840315637	75.4773101143312	6.25230144473808e-05	0.0202595886687692
NPNT	4.94593917418507	6.36173184838568	76.7134405982577	6.31558553824901e-05	0.0202595886687692
SORCS2	-5.36846114933132	6.25933343075194	76.3819763655373	6.40179013517052e-05	0.0202595886687692
NR4A1	4.25754042048346	5.32121008424339	75.849254174466	6.54355995043684e-05	0.0202595886687692
KIRREL1	4.36144213395636	5.02407314588309	73.7091613317644	7.15590227598382e-05	0.0209841525659481
AC098617.1	4.88866350414091	5.85689485003908	73.2557846274303	7.29505931513981e-05	0.0209841525659481
RFX2	2.92100864390596	6.97712913775158	71.7256125766776	7.34238246969295e-05	0.0209841525659481
CD200	4.53113554724921	5.99190957204127	71.6472687522458	7.81800977301821e-05	0.0217848842325152
CACNA1E	-4.08797943522059	7.18103552061005	69.193978646841	8.71320296050444e-05	0.0236871610238494
RNF144B	3.09092305431241	6.18958567087865	67.5881226017877	8.93078723043371e-05	0.0237006082072415
GPT2	-3.56318526308756	6.46101331971021	64.212907049906	0.000103838339390111	0.0252585096956122
FRY	3.54820877134042	6.16839509789741	65.2889723852969	0.000104325498120368	0.0252585096956122
SLC22A23	-3.03716147154575	6.81230784024087	63.5351511425121	0.000107330040916635	0.0252585096956122
MYHAS	4.66350112633719	3.56078689337057	63.830233305533	0.000107997238060811	0.0252585096956122
NKAIN4	-2.96078425891708	7.98727669943182	63.2812930375532	0.000110932395058905	0.0252585096956122
AC007656.1	4.23481952731602	3.55343288156204	61.8204346303157	0.000116868182036811	0.0252585096956122
TKT	-3.50149843775729	6.60349697050306	62.0942674017065	0.000117911784055392	0.0252585096956122
CXADR	3.55678648730711	4.47630798508216	61.5135643322835	0.000118689432947949	0.0252585096956122
ADAMTS16	3.97551994667335	6.87450163212478	62.1397415291488	0.000121523154625202	0.0252585096956122
ANXA2	3.15978644663596	5.21936128883731	60.6179893087746	0.000124218884758217	0.0252585096956122
DMKN	4.86837799588026	3.64526269798676	61.32656943934	0.000124914396664283	0.0252585096956122
LAMA3	3.27183151969118	4.74063697729255	60.089152856793	0.000127641079457177	0.0252585096956122
SEMA5A	2.58983476484634	9.26921224021539	60.0564775905838	0.000127856505522816	0.0252585096956122
LGMN	-5.07384171370795	8.04468591673307	61.115768560864	0.000127899591485791	0.0252585096956122
AC016705.2	4.13861890551072	4.10351905317938	60.1988673306921	0.000130472940071073	0.0252585096956122
AC079760.2	3.19708678295459	4.94325684861077	59.5236526373302	0.000131436709343756	0.0252585096956122
GRM5-AS1	5.62002332610066	2.55729265556275	57.4228399455605	0.000146884830877271	0.0270600828419044
FN3K	-3.22936975759016	7.03052413534233	57.759015034721	0.000150196543770216	0.0270600828419044
NRSN1	5.66327840770779	3.81722260448591	57.4706498008453	0.000154449154894761	0.0270600828419044
SATB2	2.98616638740728	7.48031549024666	57.274581220769	0.000156071802426188	0.0270600828419044
SLFN13	4.86542650094422	3.60851825318368	56.977098830776	0.000158576212545954	0.0270600828419044
SCIN	4.18947844686681	5.45010368356098	55.9393859517522	0.00016773117987024	0.0270600828419044
NEBL	3.81147063816945	6.80303726574728	55.7355546276014	0.000169609377203948	0.0270600828419044
AC079328.2	4.677185982445	3.03707605759702	54.5587082298114	0.000171955914370536	0.0270600828419044
SYT6	-9.7322432247034	5.19400366097619	71.9130968346469	0.000173143538970075	0.0270600828419044
ST3GAL1	-3.49878790889971	7.97887886138268	55.2453400388832	0.000174239431660035	0.0270600828419044
