logFC	logCPM	F	PValue	FDR
LRP2	-5.03550781136026	6.89356141306173	58.8523836599767	3.2099443149894e-05	0.040854630008847
AF233439.1	4.72226251342038	10.3235732597723	57.2563078460627	3.57585642524279e-05	0.040854630008847
ENOX1	-4.62479864493203	6.91069219266762	55.764047523139	3.96518570127923e-05	0.040854630008847
SLC12A1	-4.78307424498065	7.40383822636947	48.1102290336913	7.02086024236359e-05	0.0542536975228647
DGKB	3.58692374406606	7.17782781296116	43.3183502928722	0.000104628752263381	0.0597578645188871
AC090502.1	5.65720905011965	7.65254307341091	41.8693451810307	0.000118918623307924	0.0597578645188871
TRABD2B	-3.3962269683882	6.78270325784652	40.0388301312317	0.000140556529683975	0.0597578645188871
CACNA2D3	-4.49051522639802	6.76171733128398	39.0220722823589	0.000154662865141086	0.0597578645188871
USP3-AS1	2.78630746148008	7.55017899840519	32.3177895838122	0.000307721980556892	0.0899482137331406
NOX4	-4.09287438785349	6.27414035480861	31.5800282492563	0.000334229856360336	0.0899482137331406
ESRRB	-5.83940919587524	5.93334002795524	31.4819090616295	0.000337962616448183	0.0899482137331406
GPC5	-3.95509496412773	8.04992616523613	31.1943445495793	0.000349200441539206	0.0899482137331406
AL449266.1	2.80105345377436	7.05809495712959	28.7476465006331	0.000465983631235866	0.110796569550005
PLCB1	-3.63094702523556	7.24461066458982	27.8425267871159	0.000521031774371474	0.114417073478283
LGALS3	4.01790556596804	7.37067628703902	27.3371083288186	0.000555242996497653	0.114417073478283
AC008438.1	3.07110451951724	9.64073292369745	26.3301613330296	0.000631999079876463	0.115217406321859
EPB41L3	-2.84397656265739	7.07456226273423	26.3098461426812	0.00063367709720854	0.115217406321859
SGCD	3.58004671202758	7.30052582882641	25.5400053635227	0.000701489905756958	0.120461405483042
SPP1	-5.37340322738177	8.01713293848327	27.03279838867	0.000919754885781906	0.149629597471151
AC007040.2	2.45026189592346	8.55236568809268	22.6631539928806	0.00104859345104703	0.162060117859319
