logFC	logCPM	F	PValue	FDR
SLC28A1	-6.13708462548013	6.71577097628291	64.9232576940012	2.96687168675824e-05	0.0776727007593307
DCC	-4.94148685507073	6.59926905234827	50.5018456916006	7.59703845395545e-05	0.0913223652135069
FTCD	-8.21825786596603	8.19728215381277	47.188697595782	0.000104647477326402	0.0913223652135069
SLC13A3	-4.45145513944563	7.33853785117808	41.4403763697731	0.000155981209331991	0.102089701507788
GDA	-4.81420551540507	7.26662995571508	35.2970074199585	0.000291867821279528	0.128421532791574
LINC00871	-5.34163715310022	5.84852226235321	32.5511659387819	0.000364638271261679	0.128421532791574
ANPEP	-5.67492561085311	6.59946534949581	32.3846632917344	0.000392040687359616	0.128421532791574
CMYA5	-3.59502741343655	6.96694665384652	30.7317584728051	0.000444053044056605	0.128421532791574
SLC12A7	-3.75952999796063	6.93360254210087	30.3300606489814	0.000464385749419141	0.128421532791574
CLDN10	-4.48326739148205	7.733586780797	30.3065354082553	0.000490532974757733	0.128421532791574
SYNE1	3.65743594294582	10.7552659506659	27.7020603840353	0.000630156017337628	0.149977132126356
FER	10.9119967827743	9.03650863112301	29.0120108831737	0.000838116875769632	0.15971884671176
GLYAT	-5.04313560847709	5.37886605442391	24.8284747262244	0.000904316765357306	0.15971884671176
ANXA1	10.0342344358095	8.24104899809913	27.7743335422371	0.000938715875427784	0.15971884671176
TBC1D14	-2.76804606717425	7.17883430032391	23.3727978877107	0.00109961097649692	0.15971884671176
ACSM2A	-4.33244145237851	8.11992544346886	23.400308735716	0.00114294796542719	0.15971884671176
RFX3	9.78010600914816	8.01394513836981	25.9536461098212	0.0011510296868654	0.15971884671176
FP700111.1	-3.15687393735782	7.61579540905602	22.9287104380494	0.00118854994195511	0.15971884671176
PAG1	9.6033145948879	7.86010397626219	25.6737758789587	0.00118888410816553	0.15971884671176
NKAIN4	-4.53493498490383	5.40597761136005	22.5252832518326	0.00123754675021953	0.15971884671176
CUBN	-3.04308370369072	7.00542269040056	22.2813338610072	0.00128116721961305	0.15971884671176
PTH1R	-5.3648114112999	6.67463871656273	22.0512900818368	0.0013786008106388	0.164053496466017
GAK	-2.98754856350868	7.04557800960113	21.1944144919673	0.00150032599827973	0.170085226164325
SPP1	-4.3235232627153	8.68397932190358	21.0586697818906	0.00159143198973965	0.170085226164325
CACNA1D	-3.52762419761046	7.3753922872227	20.9205641526912	0.00162419047139348	0.170085226164325
SUGP2	-2.38635846556283	7.78291345348216	19.9170656291702	0.00182063775684075	0.175156392015636
AC005699.1	-4.56344528221247	6.53950431456259	20.0532631003683	0.00185023691588365	0.175156392015636
ACSM2B	-4.36545504062132	6.12923627324064	19.6724438792703	0.00191503729965345	0.175156392015636
MACROD1	-4.87208222442068	5.08160083306249	19.4572824698287	0.00198062992846042	0.175156392015636
HIVEP2	3.40872015681071	8.71938158695705	19.1849800227441	0.00204265977014227	0.175156392015636
AC019197.1	3.22173590112463	9.99253881998366	19.0894688372304	0.00207404436687728	0.175156392015636
P3H2	3.35543945826467	9.92984294783524	18.1975101663243	0.00239801631981578	0.177584827530881
CLUH	-3.7049601857469	4.92116972855839	17.9312935955944	0.00250666902291207	0.177584827530881
RAP1B	3.08776454343276	8.43645748970742	17.8586250019504	0.00253738189861534	0.177584827530881
EDIL3	11.0579612976703	9.16973076899325	20.0116944356532	0.00255657122798758	0.177584827530881
KIAA1549	-3.5784215547346	6.00780428657844	17.7689610256244	0.00257592316594208	0.177584827530881
HOMER1	2.80000164646644	9.38749661945421	17.7410345329062	0.0025880750479665	0.177584827530881
NINL	-2.55927819980474	7.13915015342735	17.4570481245506	0.00271577479289536	0.177584827530881
PLIN5	-4.88802282060913	4.75341322070818	17.6503069607421	0.00271668722811397	0.177584827530881
KIRREL3	10.6456344876975	8.78928567935762	19.5580953681896	0.00272492180833788	0.177584827530881
RASSF4	-3.63168894443214	6.92080540659873	17.5107759898018	0.0027811222035012	0.177584827530881
FHL1	9.16726334667156	7.47679985146572	18.3650109503499	0.00311624744670495	0.187379126610247
CRYL1	-3.49053250787154	6.29305350894794	16.6240706815652	0.00313815738285981	0.187379126610247
FBXO17	-2.82887459150592	7.07768700599142	16.5219885193074	0.00322949073783034	0.187379126610247
BICDL1	-3.14685752954273	7.43541169719755	16.5528085070377	0.0032788764785051	0.187379126610247
JUN	-2.73661048673976	8.1471026700672	16.529389958712	0.00329237579223505	0.187379126610247
RUNX1	3.695714822689	8.03822606154357	16.0949729606199	0.00344914735632887	0.190065632391765
KCNQ3	-3.95697407910325	5.63680274655052	15.900093082048	0.00357325547580399	0.190065632391765
VCL	3.54586254644113	9.29312591918538	15.9339748069384	0.00358793640940753	0.190065632391765
SLC3A1	-2.98004320717509	6.63006764404929	15.7957910030959	0.0036419552645858	0.190065632391765
HLF	-3.74473681557545	4.8949270475792	15.5465251086418	0.00381289066302539	0.190065632391765
